Subject,Trial,VisType,Damage,Distance,TimeD,InOut
69,32,Centerli,4,93.035,0,1
69,33,Centerli,4,520.917,1,0
69,34,Centerli,5,279.106,0,0
69,35,Centerli,7,37.214,0,1
69,36,Centerli,3,-659.828,1,0
69,37,Centerli,5,279.106,0,0
69,38,Centerli,4,-353.534,0,0
69,39,Centerli,5,223.285,0,0
69,40,Centerli,5,277.822,1,1
69,41,Centerli,3,148.856,0,1
69,42,Centerli,2,520.917,1,0
69,43,Centerli,5,-148.856,0,1
69,44,Centerli,6,93.035,0,1
69,45,Centerli,3,-520.917,1,0
69,46,Centerli,5,-173.639,1,1
69,47,Centerli,6,-148.856,0,1
69,48,Centerli,6,-93.035,0,1
69,49,Centerli,4,-277.822,1,1
69,50,Centerli,7,-37.214,0,1
69,51,Centerli,5,223.285,0,0
69,52,Centerli,2,-659.828,1,0
69,53,Centerli,5,-148.856,0,1
69,54,Centerli,4,-416.733,1,0
69,55,Centerli,4,-416.733,1,0
69,56,Centerli,5,353.534,0,0
69,57,Centerli,2,659.828,1,0
69,58,Centerli,3,173.639,1,1
69,59,Centerli,7,-37.214,0,1
69,60,Centerli,3,-520.917,1,0
69,61,Centerli,6,-173.639,1,1
69,62,Centerli,2,353.534,0,0
69,63,Centerli,7,37.214,0,1
69,64,Centerli,3,-353.534,0,0
69,65,Centerli,2,-416.733,1,0
69,66,Centerli,4,-223.285,0,0
69,67,Centerli,6,-93.035,0,1
69,68,Centerli,7,69.456,1,1
69,69,Centerli,5,93.035,0,1
69,70,Centerli,4,279.106,0,0
69,71,Centerli,4,-353.534,0,0
69,72,Centerli,2,-520.917,1,0
69,73,Centerli,5,223.285,0,0
69,74,Centerli,4,-279.106,0,0
69,75,Centerli,5,-277.822,1,1
69,76,Centerli,6,-148.856,0,1
69,77,Centerli,7,-69.456,1,1
69,78,Centerli,3,-659.828,1,0
69,79,Centerli,5,353.534,0,0
69,80,Centerli,2,-659.828,1,0
69,81,Centerli,2,-279.106,0,0
69,82,Centerli,3,279.106,0,0
69,83,Centerli,6,-148.856,0,1
69,84,Centerli,4,277.822,1,1
69,85,Centerli,6,173.639,1,1
69,86,Centerli,7,93.035,0,1
69,87,Centerli,7,-93.035,0,1
69,88,Centerli,3,-520.917,1,0
69,89,Centerli,5,-279.106,0,0
69,90,Centerli,3,659.828,1,0
69,91,Centerli,7,-69.456,1,1
69,92,Centerli,3,279.106,0,0
69,93,Centerli,5,-173.639,1,1
69,94,Centerli,7,-69.456,1,1
69,95,Centerli,4,-277.822,1,1
69,96,Centerli,4,-277.822,1,1
69,97,Centerli,4,279.106,0,0
69,98,Centerli,4,-520.917,1,0
69,99,Centerli,6,-93.035,0,1
69,100,Centerli,6,148.856,0,1
69,101,Centerli,3,416.733,1,0
69,102,Centerli,5,-223.285,0,0
69,103,Centerli,5,-223.285,0,0
69,104,Centerli,4,353.534,0,0
69,105,Centerli,4,277.822,1,1
69,106,Centerli,7,-37.214,0,1
69,107,Centerli,7,-69.456,1,1
69,108,Centerli,4,353.534,0,0
69,109,Centerli,7,-69.456,1,1
69,110,Centerli,4,-279.106,0,0
69,111,Centerli,3,-353.534,0,0
69,112,Centerli,6,69.456,1,1
69,113,Centerli,1,659.828,1,0
69,114,Centerli,7,37.214,0,1
69,115,Centerli,4,416.733,1,0
69,116,Centerli,2,-279.106,0,0
69,117,Centerli,5,173.639,1,1
69,118,Centerli,5,173.639,1,1
69,119,Centerli,2,416.733,1,0
69,120,Centerli,2,416.733,1,0
69,121,Centerli,1,416.733,1,0
69,122,Centerli,6,93.035,0,1
69,123,Centerli,5,223.285,0,0
69,124,Centerli,3,520.917,1,0
69,125,Centerli,7,37.214,0,1
69,126,Centerli,4,-277.822,1,1
69,127,Centerli,3,-659.828,1,0
69,128,Centerli,5,173.639,1,1
69,129,Centerli,6,69.456,1,1
69,130,Centerli,3,520.917,1,0
69,131,Centerli,4,277.822,1,1
69,132,Centerli,4,-223.285,0,0
69,133,Centerli,7,-37.214,0,1
69,134,Centerli,5,148.856,0,1
69,135,Centerli,3,-279.106,0,0
69,136,Centerli,3,520.917,1,0
69,137,Centerli,6,93.035,0,1
69,138,Centerli,3,-353.534,0,0
69,139,Centerli,2,659.828,1,0
69,140,Centerli,2,-416.733,1,0
69,141,Centerli,6,-93.035,0,1
69,142,Centerli,1,277.822,1,1
69,143,Centerli,2,-277.822,1,1
69,144,Centerli,1,-659.828,1,0
69,145,Centerli,6,69.456,1,1
69,146,Centerli,5,-69.456,1,1
69,147,Centerli,3,-223.285,0,0
70,4,ConesCen,4,148.856,0,1
70,5,ConesCen,4,-416.733,1,0
70,6,ConesCen,3,-353.534,0,0
70,7,ConesCen,7,-69.456,1,1
70,8,ConesCen,5,-416.733,1,0
70,9,ConesCen,4,520.917,1,0
70,10,ConesCen,2,659.828,1,0
70,11,ConesCen,4,279.106,0,0
70,12,ConesCen,5,-148.856,0,1
70,13,ConesCen,3,-279.106,0,0
70,14,ConesCen,6,-37.214,0,1
70,15,ConesCen,2,659.828,1,0
70,16,ConesCen,5,37.214,0,1
70,17,ConesCen,4,148.856,0,1
70,18,ConesCen,4,223.285,0,0
70,19,ConesCen,3,-520.917,1,0
70,20,ConesCen,6,93.035,0,1
70,21,ConesCen,3,353.534,0,0
70,22,ConesCen,4,148.856,0,1
70,23,ConesCen,5,-69.456,1,1
70,24,ConesCen,3,279.106,0,0
70,25,ConesCen,6,173.639,1,1
70,26,ConesCen,4,-223.285,0,0
70,27,ConesCen,5,93.035,0,1
70,28,ConesCen,7,277.822,1,1
70,29,ConesCen,3,-416.733,1,0
70,30,ConesCen,5,93.035,0,1
70,31,ConesCen,6,69.456,1,1
70,32,ConesCen,3,520.917,1,0
70,33,ConesCen,2,-659.828,1,0
70,34,ConesCen,6,69.456,1,1
70,35,ConesCen,3,-520.917,1,0
70,36,ConesCen,6,-37.214,0,1
70,37,ConesCen,5,-93.035,0,1
70,38,ConesCen,7,-37.214,0,1
70,39,ConesCen,3,-520.917,1,0
70,40,ConesCen,3,520.917,1,0
70,41,ConesCen,3,416.733,1,0
70,42,ConesCen,5,-93.035,0,1
70,43,ConesCen,5,277.822,1,1
70,44,ConesCen,5,277.822,1,1
70,45,ConesCen,6,148.856,0,1
70,46,ConesCen,7,37.214,0,1
70,47,ConesCen,4,-416.733,1,0
70,48,ConesCen,3,520.917,1,0
70,49,ConesCen,5,-148.856,0,1
70,50,ConesCen,3,-353.534,0,0
70,51,ConesCen,2,-659.828,1,0
70,52,ConesCen,3,416.733,1,0
70,53,ConesCen,4,173.639,1,1
70,54,ConesCen,5,173.639,1,1
70,55,ConesCen,4,223.285,0,0
70,56,ConesCen,5,-277.822,1,1
70,57,ConesCen,3,279.106,0,0
70,58,ConesCen,6,93.035,0,1
70,59,ConesCen,3,520.917,1,0
70,60,ConesCen,3,353.534,0,0
70,61,ConesCen,6,69.456,1,1
70,62,ConesCen,4,223.285,0,0
70,63,ConesCen,4,-223.285,0,0
70,64,ConesCen,3,-353.534,0,0
70,65,ConesCen,4,-223.285,0,0
70,66,ConesCen,5,-277.822,1,1
70,67,ConesCen,6,-148.856,0,1
70,68,ConesCen,5,173.639,1,1
70,69,ConesCen,5,-277.822,1,1
70,70,ConesCen,3,520.917,1,0
70,71,ConesCen,3,-520.917,1,0
70,72,ConesCen,4,277.822,1,1
70,73,ConesCen,6,-93.035,0,1
70,74,ConesCen,3,-279.106,0,0
70,75,ConesCen,3,279.106,0,0
70,76,ConesCen,5,-173.639,1,1
70,77,ConesCen,4,-416.733,1,0
70,78,ConesCen,6,-93.035,0,1
70,79,ConesCen,5,-148.856,0,1
70,80,ConesCen,3,279.106,0,0
70,81,ConesCen,4,-277.822,1,1
70,82,ConesCen,3,416.733,1,0
70,83,ConesCen,3,-279.106,0,0
70,84,ConesCen,5,173.639,1,1
70,85,ConesCen,7,37.214,0,1
70,86,ConesCen,4,-223.285,0,0
70,87,ConesCen,6,69.456,1,1
70,88,ConesCen,1,659.828,1,0
70,89,ConesCen,5,-173.639,1,1
70,90,ConesCen,6,-148.856,0,1
70,91,ConesCen,2,659.828,1,0
70,92,ConesCen,1,-659.828,1,0
70,93,ConesCen,6,69.456,1,1
70,94,ConesCen,1,-279.106,0,0
70,95,ConesCen,6,37.214,0,1
70,96,ConesCen,6,-173.639,1,1
70,97,ConesCen,7,37.214,0,1
70,98,ConesCen,2,353.534,0,0
70,99,ConesCen,3,-416.733,1,0
70,100,ConesCen,7,-173.639,1,1
70,101,ConesCen,7,-69.456,1,1
70,102,ConesCen,2,353.534,0,0
70,103,ConesCen,1,-659.828,1,0
70,104,ConesCen,2,-659.828,1,0
70,105,ConesCen,3,223.285,0,0
70,106,ConesCen,3,416.733,1,0
70,107,ConesCen,6,-37.214,0,1
70,108,ConesCen,6,173.639,1,1
70,109,ConesCen,2,-279.106,0,0
70,110,ConesCen,6,-69.456,1,1
70,111,ConesCen,1,659.828,1,0
70,112,ConesCen,6,-93.035,0,1
70,113,ConesCen,3,416.733,1,0
70,114,ConesCen,6,69.456,1,1
70,115,ConesCen,6,-37.214,0,1
70,116,ConesCen,1,353.534,0,0
70,117,ConesCen,6,93.035,0,1
70,118,ConesCen,1,223.285,0,0
70,119,ConesCen,3,223.285,0,0
70,120,ConesCen,4,-69.456,1,1
70,121,ConesCen,5,-173.639,1,1
70,122,ConesCen,1,353.534,0,0
70,123,ConesCen,1,-353.534,0,0
70,124,ConesCen,4,148.856,0,1
70,125,ConesCen,5,-93.035,0,1
70,126,ConesCen,6,-353.534,0,0
70,127,ConesCen,5,-277.822,1,1
70,128,ConesCen,1,659.828,1,0
70,129,ConesCen,5,-173.639,1,1
70,130,ConesCen,1,-520.917,1,0
70,131,ConesCen,4,-223.285,0,0
70,132,ConesCen,4,277.822,1,1
70,133,ConesCen,4,-37.214,0,1
70,134,ConesCen,4,-277.822,1,1
70,135,ConesCen,1,-279.106,0,0
70,136,ConesCen,2,279.106,0,0
70,137,ConesCen,2,416.733,1,0
70,138,ConesCen,6,37.214,0,1
70,139,ConesCen,1,-353.534,0,0
70,140,ConesCen,5,277.822,1,1
70,141,ConesCen,5,-148.856,0,1
70,142,ConesCen,6,-69.456,1,1
70,143,ConesCen,6,93.035,0,1
70,144,ConesCen,1,-520.917,1,0
70,145,ConesCen,6,148.856,0,1
70,146,ConesCen,1,-223.285,0,0
70,147,ConesCen,1,-659.828,1,0
71,4,Ensemble,4,223.285,0,0
71,5,Ensemble,4,-659.828,1,0
71,6,Ensemble,4,-279.106,0,0
71,7,Ensemble,5,-416.733,1,0
71,8,Ensemble,7,-93.035,0,1
71,9,Ensemble,7,93.035,0,1
71,10,Ensemble,4,353.534,0,0
71,11,Ensemble,6,69.456,1,1
71,12,Ensemble,6,279.106,0,0
71,13,Ensemble,7,93.035,0,1
71,14,Ensemble,7,-148.856,0,1
71,15,Ensemble,7,-93.035,0,1
71,16,Ensemble,6,-69.456,1,1
71,17,Ensemble,6,-173.639,1,1
71,18,Ensemble,6,-93.035,0,1
71,19,Ensemble,5,-416.733,1,0
71,20,Ensemble,4,520.917,1,0
71,21,Ensemble,5,353.534,0,0
71,22,Ensemble,7,-93.035,0,1
71,23,Ensemble,6,279.106,0,0
71,24,Ensemble,4,-277.822,1,1
71,25,Ensemble,6,69.456,1,1
71,26,Ensemble,6,173.639,1,1
71,27,Ensemble,6,148.856,0,1
71,28,Ensemble,6,-173.639,1,1
71,29,Ensemble,7,-37.214,0,1
71,30,Ensemble,4,-277.822,1,1
71,31,Ensemble,7,37.214,0,1
71,32,Ensemble,4,416.733,1,0
71,33,Ensemble,7,69.456,1,1
71,34,Ensemble,6,-353.534,0,0
71,35,Ensemble,5,277.822,1,1
71,36,Ensemble,6,-148.856,0,1
71,37,Ensemble,5,659.828,1,0
71,38,Ensemble,5,-69.456,1,1
71,39,Ensemble,7,37.214,0,1
71,40,Ensemble,6,-173.639,1,1
71,41,Ensemble,7,37.214,0,1
71,42,Ensemble,6,-69.456,1,1
71,43,Ensemble,4,353.534,0,0
71,44,Ensemble,6,279.106,0,0
71,45,Ensemble,6,353.534,0,0
71,46,Ensemble,6,223.285,0,0
71,47,Ensemble,6,279.106,0,0
71,48,Ensemble,7,37.214,0,1
71,49,Ensemble,4,277.822,1,1
71,50,Ensemble,5,-279.106,0,0
71,51,Ensemble,5,-69.456,1,1
71,52,Ensemble,6,-173.639,1,1
71,53,Ensemble,7,148.856,0,1
71,54,Ensemble,4,-353.534,0,0
71,55,Ensemble,4,-659.828,1,0
71,56,Ensemble,5,-353.534,0,0
71,57,Ensemble,6,-279.106,0,0
71,58,Ensemble,6,277.822,1,1
71,59,Ensemble,5,416.733,1,0
71,60,Ensemble,4,-277.822,1,1
71,61,Ensemble,5,-223.285,0,0
71,62,Ensemble,5,-69.456,1,1
71,63,Ensemble,5,-223.285,0,0
71,64,Ensemble,5,-93.035,0,1
71,65,Ensemble,4,-353.534,0,0
71,66,Ensemble,5,-223.285,0,0
71,67,Ensemble,5,-277.822,1,1
71,68,Ensemble,5,93.035,0,1
71,69,Ensemble,4,659.828,1,0
71,70,Ensemble,5,277.822,1,1
71,71,Ensemble,4,659.828,1,0
71,72,Ensemble,4,-416.733,1,0
71,73,Ensemble,4,520.917,1,0
71,74,Ensemble,6,-148.856,0,1
71,75,Ensemble,4,659.828,1,0
71,76,Ensemble,4,173.639,1,1
71,77,Ensemble,4,279.106,0,0
71,78,Ensemble,4,-416.733,1,0
71,79,Ensemble,6,-37.214,0,1
71,80,Ensemble,6,93.035,0,1
71,81,Ensemble,4,-416.733,1,0
71,82,Ensemble,4,-353.534,0,0
71,83,Ensemble,5,223.285,0,0
71,84,Ensemble,6,-277.822,1,1
71,85,Ensemble,6,-93.035,0,1
71,86,Ensemble,4,-659.828,1,0
71,87,Ensemble,7,-37.214,0,1
71,88,Ensemble,7,-148.856,0,1
71,89,Ensemble,5,69.456,1,1
71,90,Ensemble,4,416.733,1,0
71,91,Ensemble,5,-223.285,0,0
71,92,Ensemble,4,416.733,1,0
71,93,Ensemble,3,-520.917,1,0
71,94,Ensemble,4,520.917,1,0
71,95,Ensemble,3,-520.917,1,0
71,96,Ensemble,6,148.856,0,1
71,97,Ensemble,6,-223.285,0,0
71,98,Ensemble,6,69.456,1,1
71,99,Ensemble,5,520.917,1,0
71,100,Ensemble,4,-279.106,0,0
71,101,Ensemble,7,93.035,0,1
71,102,Ensemble,5,-173.639,1,1
71,103,Ensemble,5,277.822,1,1
71,104,Ensemble,6,148.856,0,1
71,105,Ensemble,5,277.822,1,1
71,106,Ensemble,5,416.733,1,0
71,107,Ensemble,5,173.639,1,1
71,108,Ensemble,6,37.214,0,1
71,109,Ensemble,4,353.534,0,0
71,110,Ensemble,6,69.456,1,1
71,111,Ensemble,5,-277.822,1,1
71,112,Ensemble,5,-353.534,0,0
71,113,Ensemble,5,-279.106,0,0
71,114,Ensemble,4,-520.917,1,0
71,115,Ensemble,5,-279.106,0,0
71,116,Ensemble,7,-37.214,0,1
71,117,Ensemble,7,93.035,0,1
71,118,Ensemble,3,-520.917,1,0
71,119,Ensemble,3,-520.917,1,0
71,120,Ensemble,7,-37.214,0,1
71,121,Ensemble,6,223.285,0,0
71,122,Ensemble,6,223.285,0,0
71,123,Ensemble,6,-148.856,0,1
71,124,Ensemble,3,-416.733,1,0
71,125,Ensemble,1,-659.828,1,0
71,126,Ensemble,3,416.733,1,0
71,127,Ensemble,4,223.285,0,0
71,128,Ensemble,3,-520.917,1,0
71,129,Ensemble,4,353.534,0,0
71,130,Ensemble,6,148.856,0,1
71,131,Ensemble,4,659.828,1,0
71,132,Ensemble,5,-173.639,1,1
71,133,Ensemble,7,-37.214,0,1
71,134,Ensemble,4,173.639,1,1
71,135,Ensemble,3,-659.828,1,0
71,136,Ensemble,4,148.856,0,1
71,137,Ensemble,3,-659.828,1,0
71,138,Ensemble,4,279.106,0,0
71,139,Ensemble,5,-69.456,1,1
71,140,Ensemble,4,520.917,1,0
71,141,Ensemble,6,37.214,0,1
71,142,Ensemble,6,173.639,1,1
71,143,Ensemble,4,659.828,1,0
71,144,Ensemble,6,173.639,1,1
71,145,Ensemble,7,-148.856,0,1
71,146,Ensemble,6,-223.285,0,0
71,147,Ensemble,3,520.917,1,0
72,4,ConeOnly,1,520.917,1,0
72,5,ConeOnly,1,279.106,0,0
72,6,ConeOnly,3,93.035,0,1
72,7,ConeOnly,2,-277.822,1,1
72,8,ConeOnly,1,-520.917,1,0
72,9,ConeOnly,5,69.456,1,1
72,10,ConeOnly,4,-69.456,1,1
72,11,ConeOnly,1,520.917,1,0
72,12,ConeOnly,1,-353.534,0,0
72,13,ConeOnly,1,659.828,1,0
72,14,ConeOnly,4,-173.639,1,1
72,15,ConeOnly,2,148.856,0,1
72,16,ConeOnly,3,-37.214,0,1
72,17,ConeOnly,3,-37.214,0,1
72,18,ConeOnly,2,37.214,0,1
72,19,ConeOnly,2,-416.733,1,0
72,20,ConeOnly,2,-148.856,0,1
72,21,ConeOnly,3,-37.214,0,1
72,22,ConeOnly,1,-279.106,0,0
72,23,ConeOnly,3,-173.639,1,1
72,24,ConeOnly,1,-659.828,1,0
72,25,ConeOnly,1,223.285,0,0
72,26,ConeOnly,1,-93.035,0,1
72,27,ConeOnly,5,69.456,1,1
72,28,ConeOnly,3,-93.035,0,1
72,29,ConeOnly,3,-173.639,1,1
72,30,ConeOnly,1,-279.106,0,0
72,31,ConeOnly,2,-93.035,0,1
72,32,ConeOnly,1,279.106,0,0
72,33,ConeOnly,1,659.828,1,0
72,34,ConeOnly,2,148.856,0,1
72,35,ConeOnly,2,223.285,0,0
72,36,ConeOnly,1,416.733,1,0
72,37,ConeOnly,2,-416.733,1,0
72,38,ConeOnly,2,416.733,1,0
72,39,ConeOnly,2,37.214,0,1
72,40,ConeOnly,1,659.828,1,0
72,41,ConeOnly,1,520.917,1,0
72,42,ConeOnly,2,-223.285,0,0
72,43,ConeOnly,2,-148.856,0,1
72,44,ConeOnly,2,277.822,1,1
72,45,ConeOnly,3,37.214,0,1
72,46,ConeOnly,1,-416.733,1,0
72,47,ConeOnly,1,173.639,1,1
72,48,ConeOnly,2,-93.035,0,1
72,49,ConeOnly,1,-353.534,0,0
72,50,ConeOnly,2,-277.822,1,1
72,51,ConeOnly,3,-37.214,0,1
72,52,ConeOnly,1,-416.733,1,0
72,53,ConeOnly,1,-659.828,1,0
72,54,ConeOnly,1,-520.917,1,0
72,55,ConeOnly,2,277.822,1,1
72,56,ConeOnly,1,353.534,0,0
72,57,ConeOnly,1,-279.106,0,0
72,58,ConeOnly,4,-69.456,1,1
72,59,ConeOnly,1,416.733,1,0
72,60,ConeOnly,1,-353.534,0,0
72,61,ConeOnly,3,93.035,0,1
72,62,ConeOnly,3,37.214,0,1
72,63,ConeOnly,4,-173.639,1,1
72,64,ConeOnly,2,-277.822,1,1
72,65,ConeOnly,2,277.822,1,1
72,66,ConeOnly,2,-93.035,0,1
72,67,ConeOnly,1,279.106,0,0
72,68,ConeOnly,2,37.214,0,1
72,69,ConeOnly,1,520.917,1,0
72,70,ConeOnly,1,416.733,1,0
72,71,ConeOnly,3,277.822,1,1
72,72,ConeOnly,1,-353.534,0,0
72,73,ConeOnly,4,-69.456,1,1
72,74,ConeOnly,1,353.534,0,0
72,75,ConeOnly,1,279.106,0,0
72,76,ConeOnly,1,-520.917,1,0
72,77,ConeOnly,4,-173.639,1,1
72,78,ConeOnly,3,173.639,1,1
72,79,ConeOnly,1,353.534,0,0
72,80,ConeOnly,4,-69.456,1,1
72,81,ConeOnly,1,-659.828,1,0
72,82,ConeOnly,2,-37.214,0,1
72,83,ConeOnly,1,223.285,0,0
72,84,ConeOnly,3,173.639,1,1
72,85,ConeOnly,3,93.035,0,1
72,86,ConeOnly,4,93.035,0,1
72,87,ConeOnly,1,223.285,0,0
72,88,ConeOnly,1,-223.285,0,0
72,89,ConeOnly,4,-69.456,1,1
72,90,ConeOnly,6,-148.856,0,1
72,91,ConeOnly,4,277.822,1,1
72,92,ConeOnly,5,148.856,0,1
72,93,ConeOnly,1,279.106,0,0
72,94,ConeOnly,5,148.856,0,1
72,95,ConeOnly,3,-277.822,1,1
72,96,ConeOnly,1,-659.828,1,0
72,97,ConeOnly,1,-659.828,1,0
72,98,ConeOnly,1,-520.917,1,0
72,99,ConeOnly,1,416.733,1,0
72,100,ConeOnly,1,-520.917,1,0
72,101,ConeOnly,1,353.534,0,0
72,102,ConeOnly,3,277.822,1,1
72,103,ConeOnly,4,69.456,1,1
72,104,ConeOnly,4,-277.822,1,1
72,105,ConeOnly,5,148.856,0,1
72,106,ConeOnly,5,-148.856,0,1
72,107,ConeOnly,4,-277.822,1,1
72,108,ConeOnly,2,-223.285,0,0
72,109,ConeOnly,1,279.106,0,0
72,110,ConeOnly,2,223.285,0,0
72,111,ConeOnly,1,-520.917,1,0
72,112,ConeOnly,1,-223.285,0,0
72,113,ConeOnly,1,-353.534,0,0
72,114,ConeOnly,1,-279.106,0,0
72,115,ConeOnly,1,520.917,1,0
72,116,ConeOnly,5,93.035,0,1
72,117,ConeOnly,4,173.639,1,1
72,118,ConeOnly,4,-93.035,0,1
72,119,ConeOnly,3,-173.639,1,1
72,120,ConeOnly,4,69.456,1,1
72,121,ConeOnly,1,520.917,1,0
72,122,ConeOnly,5,-148.856,0,1
72,123,ConeOnly,1,-659.828,1,0
72,124,ConeOnly,5,173.639,1,1
72,125,ConeOnly,1,-353.534,0,0
72,126,ConeOnly,1,-279.106,0,0
72,127,ConeOnly,1,-416.733,1,0
72,128,ConeOnly,5,148.856,0,1
72,129,ConeOnly,4,-148.856,0,1
72,130,ConeOnly,1,-416.733,1,0
72,131,ConeOnly,3,69.456,1,1
72,132,ConeOnly,1,-223.285,0,0
72,133,ConeOnly,1,-223.285,0,0
72,134,ConeOnly,1,416.733,1,0
72,135,ConeOnly,4,69.456,1,1
72,136,ConeOnly,1,-279.106,0,0
72,137,ConeOnly,1,659.828,1,0
72,138,ConeOnly,3,173.639,1,1
72,139,ConeOnly,5,93.035,0,1
72,140,ConeOnly,6,37.214,0,1
72,141,ConeOnly,5,-37.214,0,1
72,142,ConeOnly,1,659.828,1,0
72,143,ConeOnly,1,659.828,1,0
72,144,ConeOnly,2,223.285,0,0
72,145,ConeOnly,1,353.534,0,0
72,146,ConeOnly,4,-69.456,1,1
72,147,ConeOnly,1,353.534,0,0
73,4,FuzzyOnl,5,353.534,0,0
73,5,FuzzyOnl,7,-173.639,1,1
73,6,FuzzyOnl,6,-279.106,0,0
73,7,FuzzyOnl,6,416.733,1,0
73,8,FuzzyOnl,4,659.828,1,0
73,9,FuzzyOnl,6,-148.856,0,1
73,10,FuzzyOnl,6,173.639,1,1
73,11,FuzzyOnl,7,-37.214,0,1
73,12,FuzzyOnl,5,-223.285,0,0
73,13,FuzzyOnl,7,-69.456,1,1
73,14,FuzzyOnl,7,-173.639,1,1
73,15,FuzzyOnl,5,-223.285,0,0
73,16,FuzzyOnl,5,148.856,0,1
73,17,FuzzyOnl,5,173.639,1,1
73,18,FuzzyOnl,5,-416.733,1,0
73,19,FuzzyOnl,1,-353.534,0,0
73,20,FuzzyOnl,6,-173.639,1,1
73,21,FuzzyOnl,1,-659.828,1,0
73,22,FuzzyOnl,5,37.214,0,1
73,23,FuzzyOnl,7,69.456,1,1
73,24,FuzzyOnl,4,223.285,0,0
73,25,FuzzyOnl,1,659.828,1,0
73,26,FuzzyOnl,7,37.214,0,1
73,27,FuzzyOnl,4,-520.917,1,0
73,28,FuzzyOnl,1,-416.733,1,0
73,29,FuzzyOnl,6,-277.822,1,1
73,30,FuzzyOnl,7,-93.035,0,1
73,31,FuzzyOnl,4,277.822,1,1
73,32,FuzzyOnl,3,-277.822,1,1
73,33,FuzzyOnl,3,148.856,0,1
73,34,FuzzyOnl,7,-69.456,1,1
73,35,FuzzyOnl,1,659.828,1,0
73,36,FuzzyOnl,7,-37.214,0,1
73,37,FuzzyOnl,7,173.639,1,1
73,38,FuzzyOnl,1,-659.828,1,0
73,39,FuzzyOnl,7,93.035,0,1
73,40,FuzzyOnl,7,93.035,0,1
73,41,FuzzyOnl,7,69.456,1,1
73,42,FuzzyOnl,4,279.106,0,0
73,43,FuzzyOnl,7,93.035,0,1
73,44,FuzzyOnl,2,520.917,1,0
73,45,FuzzyOnl,1,-520.917,1,0
73,46,FuzzyOnl,1,-223.285,0,0
73,47,FuzzyOnl,1,-223.285,0,0
73,48,FuzzyOnl,7,520.917,1,0
73,49,FuzzyOnl,7,-173.639,1,1
73,50,FuzzyOnl,7,69.456,1,1
73,51,FuzzyOnl,7,148.856,0,1
73,52,FuzzyOnl,7,-93.035,0,1
73,53,FuzzyOnl,7,173.639,1,1
73,54,FuzzyOnl,6,-277.822,1,1
73,55,FuzzyOnl,3,416.733,1,0
73,56,FuzzyOnl,2,-416.733,1,0
73,57,FuzzyOnl,1,416.733,1,0
73,58,FuzzyOnl,1,-659.828,1,0
73,59,FuzzyOnl,3,277.822,1,1
73,60,FuzzyOnl,1,-520.917,1,0
73,61,FuzzyOnl,7,-93.035,0,1
73,62,FuzzyOnl,7,69.456,1,1
73,63,FuzzyOnl,7,-69.456,1,1
73,64,FuzzyOnl,7,-37.214,0,1
73,65,FuzzyOnl,6,-277.822,1,1
73,66,FuzzyOnl,2,223.285,0,0
73,67,FuzzyOnl,1,279.106,0,0
73,68,FuzzyOnl,1,520.917,1,0
73,69,FuzzyOnl,7,-37.214,0,1
73,70,FuzzyOnl,6,37.214,0,1
73,71,FuzzyOnl,6,93.035,0,1
73,72,FuzzyOnl,2,223.285,0,0
73,73,FuzzyOnl,1,520.917,1,0
73,74,FuzzyOnl,1,659.828,1,0
73,75,FuzzyOnl,4,93.035,0,1
73,76,FuzzyOnl,1,-223.285,0,0
73,77,FuzzyOnl,7,-93.035,0,1
73,78,FuzzyOnl,2,-353.534,0,0
73,79,FuzzyOnl,6,-277.822,1,1
73,80,FuzzyOnl,7,37.214,0,1
73,81,FuzzyOnl,2,520.917,1,0
73,82,FuzzyOnl,7,-69.456,1,1
73,83,FuzzyOnl,1,-279.106,0,0
73,84,FuzzyOnl,1,277.822,1,1
73,85,FuzzyOnl,1,-223.285,0,0
73,86,FuzzyOnl,1,223.285,0,0
73,87,FuzzyOnl,1,-279.106,0,0
73,88,FuzzyOnl,1,279.106,0,0
73,89,FuzzyOnl,1,-520.917,1,0
73,90,FuzzyOnl,7,-37.214,0,1
73,91,FuzzyOnl,7,-37.214,0,1
73,92,FuzzyOnl,7,69.456,1,1
73,93,FuzzyOnl,6,-148.856,0,1
73,94,FuzzyOnl,5,-279.106,0,0
73,95,FuzzyOnl,4,148.856,0,1
73,96,FuzzyOnl,1,416.733,1,0
73,97,FuzzyOnl,3,-93.035,0,1
73,98,FuzzyOnl,1,353.534,0,0
73,99,FuzzyOnl,1,223.285,0,0
73,100,FuzzyOnl,1,-520.917,1,0
73,101,FuzzyOnl,7,173.639,1,1
73,102,FuzzyOnl,2,416.733,1,0
73,103,FuzzyOnl,2,279.106,0,0
73,104,FuzzyOnl,2,-279.106,0,0
73,105,FuzzyOnl,1,659.828,1,0
73,106,FuzzyOnl,1,353.534,0,0
73,107,FuzzyOnl,2,-416.733,1,0
73,108,FuzzyOnl,3,277.822,1,1
73,109,FuzzyOnl,7,37.214,0,1
73,110,FuzzyOnl,7,277.822,1,1
73,111,FuzzyOnl,7,-148.856,0,1
73,112,FuzzyOnl,7,93.035,0,1
73,113,FuzzyOnl,6,173.639,1,1
73,114,FuzzyOnl,1,-353.534,0,0
73,115,FuzzyOnl,7,-173.639,1,1
73,116,FuzzyOnl,5,223.285,0,0
73,117,FuzzyOnl,1,353.534,0,0
73,118,FuzzyOnl,7,-69.456,1,1
